,id,href,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,spotify_id
203,5341ce29-1407-4ba9-92c6-fad50c4224a2,https://open.spotify.com/track/6WYHJTCeO3kyRfRmQW9enw,0.446,0.409,0.404,0.0,4.0,0.132,-6.517,1.0,0.0285,80.356,0.288,6WYHJTCeO3kyRfRmQW9enw
204,7c2bd7ef-8d86-44d7-a16e-0addac356a3d,https://open.spotify.com/track/6nkcPGa0sr24NFCc5l5UjE,0.647,0.584,0.312,0.0,4.0,0.152,-8.249,1.0,0.0405,96.026,0.455,6nkcPGa0sr24NFCc5l5UjE
205,4a1c9e94-35d6-4484-a719-5e8e24411824,https://open.spotify.com/track/4VM6WUdnRnBv6cHAjyzxcK,0.379,0.451,0.634,0.0,8.0,0.226,-6.65,1.0,0.118,136.643,0.298,4VM6WUdnRnBv6cHAjyzxcK
206,7114ad56-833a-4fbb-8068-58287a74478a,https://open.spotify.com/track/1H7Zqkq54andtaSSnLRrfp,0.0865,0.293,0.624,0.0,9.0,0.0874,-7.13,1.0,0.0613,87.335,0.213,1H7Zqkq54andtaSSnLRrfp
207,0379a915-728e-4d29-a37c-64602c39e923,https://open.spotify.com/track/0SjjcXfArhzePhEzDNkY8z,0.234,0.634,0.603,0.0,7.0,0.536,-6.374,1.0,0.258,107.768,0.744,0SjjcXfArhzePhEzDNkY8z
208,d23660ea-954d-4edd-9b4f-3c1812a5fb1c,https://open.spotify.com/track/60FMRlhIQBSUlejDyPRKAU,0.377,0.418,0.924,0.00157,7.0,0.331,-3.385,0.0,0.0384,111.441,0.847,60FMRlhIQBSUlejDyPRKAU
209,ac60fcc9-1111-40c5-9c05-26dc785e6990,https://open.spotify.com/track/2fh3bZ8jZhMxOcfESE9nQY,0.0154,0.559,0.895,0.0,1.0,0.175,-4.476,0.0,0.0832,183.825,0.59,2fh3bZ8jZhMxOcfESE9nQY
210,3bca69eb-7194-45f1-9530-317d96fc9dac,https://open.spotify.com/track/3RUMYJ7hRzZA5Qzf4QlfCz,0.0389,0.823,0.886,9.45e-06,9.0,0.826,-4.851,1.0,0.159,101.007,0.59,3RUMYJ7hRzZA5Qzf4QlfCz
211,94f4d34d-4b8a-47c7-a963-62d4206808dd,https://open.spotify.com/track/4QNuz0m2QCn2Yw1sCUNIS2,0.468,0.44,0.584,0.0,11.0,0.651,-4.511,1.0,0.0844,159.66,0.384,4QNuz0m2QCn2Yw1sCUNIS2
212,de4a03f8-d9e4-426a-be7b-028e3f416550,https://open.spotify.com/track/21bID4wyC6UVdtmVMxRbUW,0.133,0.355,0.755,0.0,9.0,0.115,-4.165,1.0,0.0702,146.143,0.238,21bID4wyC6UVdtmVMxRbUW
213,dcf2f4bf-003b-4624-8803-8e73011bfbaa,https://open.spotify.com/track/2TdDRjNiF1HuRvnclprnce,0.0268,0.677,0.824,0.0164,0.0,0.363,-5.752,1.0,0.0449,122.223,0.696,2TdDRjNiF1HuRvnclprnce
214,f7331378-c5d1-4069-931e-35174e566fec,https://open.spotify.com/track/0qi4b1l0eT3jpzeNHeFXDT,0.403,0.766,0.772,0.0584,0.0,0.183,-9.362,1.0,0.0353,128.168,0.919,0qi4b1l0eT3jpzeNHeFXDT
215,8239d71c-d25e-45df-a543-9fac3499fb1c,https://open.spotify.com/track/43eBgYRTmu5BJnCJDBU5Hb,0.0415,0.544,0.873,1.82e-05,9.0,0.0925,-7.425,1.0,0.0525,140.902,0.676,43eBgYRTmu5BJnCJDBU5Hb
216,8b4b3580-bafa-497f-afc4-0e2f7b8f071c,https://open.spotify.com/track/5cY8y2XgOfkAh4kSWLFKkz,,,,,,,,,,,,5cY8y2XgOfkAh4kSWLFKkz
217,a43aaeba-5e6d-47c9-be0e-46c77facba06,https://open.spotify.com/track/3eXI3pYpiY1nRwhvW0c8Qi,0.292,0.761,0.662,6.19e-05,6.0,0.0956,-7.645,0.0,0.0548,120.043,0.631,3eXI3pYpiY1nRwhvW0c8Qi
218,7e57a785-f611-4fc8-8d67-f2f5753748ed,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,0.0249,0.774,0.838,0.025,5.0,0.242,-3.914,0.0,0.114,143.04,0.924,6I9VzXrHxO9rA9A5euc8Ak
219,7a319dc3-8265-4f28-9e3a-03465014077e,https://open.spotify.com/track/3E7ZwUMJFqpsDOJzEkBrQ7,0.0263,0.766,0.563,0.683,9.0,0.115,-7.516,0.0,0.0339,126.007,0.964,3E7ZwUMJFqpsDOJzEkBrQ7
220,54be914a-6660-4b31-9ca6-f5017a80f267,https://open.spotify.com/track/3MjUtNVVq3C8Fn0MP3zhXa,0.202,0.759,0.699,0.000131,0.0,0.443,-5.745,0.0,0.0307,92.96,0.907,3MjUtNVVq3C8Fn0MP3zhXa
221,52dd18e0-ac1f-4084-9a34-a234100d31b6,https://open.spotify.com/track/6CltzquypraYIlWFp48m1O,0.00089,0.551,0.814,1.16e-06,4.0,0.18,-3.683,1.0,0.0425,130.971,0.469,6CltzquypraYIlWFp48m1O
222,9c50bb05-9aed-4ab2-9f56-c1285e6b8140,https://open.spotify.com/track/4hui0bX1Bv89yg1BTsz4NU,0.00195,0.481,0.925,0.000315,8.0,0.302,-3.787,1.0,0.0717,160.959,0.577,4hui0bX1Bv89yg1BTsz4NU
223,f9c8614c-d1dd-4275-a23a-a0054d8d6dfd,https://open.spotify.com/track/50PsIMoFsYh2clFHipEi8c,0.000587,0.43,0.964,0.00102,11.0,0.111,-3.879,1.0,0.169,155.902,0.24,50PsIMoFsYh2clFHipEi8c
224,0d15b918-2b45-410b-9c8b-6d07c62ab861,https://open.spotify.com/track/7i9763l5SSfOnqZ35VOcfy,0.00397,0.613,0.873,0.00111,7.0,0.367,-6.376,0.0,0.0449,129.989,0.392,7i9763l5SSfOnqZ35VOcfy
225,ff1ef0b2-ee4d-43b4-b3aa-aceabbbf16b9,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,0.00835,0.645,0.713,0.0,6.0,0.113,-5.355,1.0,0.0393,74.989,0.566,2Z8WuEywRWYTKe1NybPQEW
226,9e711c66-6e0d-43fe-b1ce-6ef4e054f57e,https://open.spotify.com/track/3bnVBN67NBEzedqQuWrpP4,0.0189,0.655,0.632,0.0,2.0,0.0722,-4.802,1.0,0.0489,120.113,0.447,3bnVBN67NBEzedqQuWrpP4
227,01d8065a-372b-470e-ab26-d47a7b973437,https://open.spotify.com/track/4Oyl6oYSNeeZZP0OAxPVaU,0.0897,0.715,0.838,0.0,2.0,0.15,-6.077,0.0,0.118,120.007,0.497,4Oyl6oYSNeeZZP0OAxPVaU
228,dbe26ff6-d1ba-4ea8-b0be-931f4187ae90,https://open.spotify.com/track/0RggFSMfsJvAsrI4itTIzr,0.0401,0.745,0.981,0.528,7.0,0.374,-4.017,1.0,0.0349,116.096,0.841,0RggFSMfsJvAsrI4itTIzr
229,a3d3e9b6-fd9e-40ed-ae49-2e614676b4dc,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,0.193,0.579,0.904,0.0,5.0,0.064,-2.729,1.0,0.0618,82.014,0.681,1rqqCSm0Qe4I9rUvWncaom
230,ab6069c3-b2ab-45ee-af96-2f1fb047fed5,https://open.spotify.com/track/2hBR3npBmnfr1VWB3O64Jt,0.36,0.755,0.913,0.0425,3.0,0.0242,-5.058,1.0,0.0391,129.0,0.752,2hBR3npBmnfr1VWB3O64Jt
231,360e9004-9b62-40a3-9619-878039b8162b,https://open.spotify.com/track/1XyL3J7eTTKnxRZAM3LqIT,0.0271,0.715,0.8,0.0,4.0,0.0648,-5.144,0.0,0.057,129.023,0.445,1XyL3J7eTTKnxRZAM3LqIT
232,d2fc7e64-6e36-437d-adc4-9c0d01534597,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN,0.529,0.678,0.484,2.01e-05,5.0,0.0766,-5.795,1.0,0.0361,82.004,0.493,7795WJLVKJoAyVoOtCWqXN
233,07cef968-f8bf-4053-b0b0-643b8bcdaa42,https://open.spotify.com/track/7wvo89jxI2T4coy9yIvZWM,0.000631,0.389,0.971,0.09,2.0,0.305,-4.912,1.0,0.059,157.946,0.392,7wvo89jxI2T4coy9yIvZWM
234,77d666e3-80c9-413d-b09c-4987ac65c915,https://open.spotify.com/track/4NCq3RBBNrwEECqKnIUXvZ,0.0297,0.542,0.936,0.00253,2.0,0.322,-3.547,1.0,0.0382,129.037,0.542,4NCq3RBBNrwEECqKnIUXvZ
235,aac1a158-b51e-4001-869b-9dab4325800c,https://open.spotify.com/track/0yp3TvJNlG50Q4tAHWNCRm,0.209,0.626,0.667,0.000257,0.0,0.0779,-11.817,0.0,0.0283,112.776,0.83,0yp3TvJNlG50Q4tAHWNCRm
236,c1a7b406-ed0d-4f21-b236-307b140b6edf,https://open.spotify.com/track/1lguQJjlNrIOoOylYVZN3M,0.177,0.423,0.797,0.0,0.0,0.137,-4.659,1.0,0.124,82.617,0.592,1lguQJjlNrIOoOylYVZN3M
237,f703bd63-0a7a-4602-a0c4-e22476453114,https://open.spotify.com/track/1Dp7ASSZVVOPJ85VdLpjOX,0.00471,0.477,0.873,0.00589,1.0,0.0813,-4.946,1.0,0.0355,161.948,0.611,1Dp7ASSZVVOPJ85VdLpjOX
238,f2b9c5c3-d2fb-4af6-8e71-3be1a6e78f3d,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ,0.00272,0.506,0.817,0.0,11.0,0.0486,-5.051,0.0,0.0335,109.952,0.506,2DgdHcjWmO3qd50RzuBLgZ
239,69bcce23-a4d1-409c-950d-40e4cb675b2c,https://open.spotify.com/track/2WpCr1ls4bjL54NAcN5DAA,0.00453,0.759,0.718,6.63e-06,11.0,0.0333,-10.279,0.0,0.0365,120.123,0.874,2WpCr1ls4bjL54NAcN5DAA
5,,,,,,,,,,,,,,7hCNBVRhHzcsRAv0TQnOzq
7,,,,,,,,,,,,,,7MZHqgTVTnN6xZGYAcEEAf
29,,,,,,,,,,,,,,1bCmvezFg5MRcENzCGG1Cy
30,,,,,,,,,,,,,,69h2mpzNUmdEg5egeNa1ki
50,,,,,,,,,,,,,,30VrBsh1STRBoIrhQOAwzK
58,,,,,,,,,,,,,,7AQjiRtIpr33P8UT98iveh
62,,,,,,,,,,,,,,6kFPBOtSOIlrleJNkZ6ESF
98,,,,,,,,,,,,,,7ppPZa3TRUSGKaks9wH7VT
100,,,,,,,,,,,,,,1ctdfJSzp6qF2iDAVdDrfl
105,,,,,,,,,,,,,,14iN3o8ptQ8cFVZTEmyQRV
106,,,,,,,,,,,,,,2k3MdyqMHmfZubFg3pmtby
108,,,,,,,,,,,,,,0iGckQFyv6svOfAbAY9aWJ
117,,,,,,,,,,,,,,5BHtT1xpC44pGy1J7RKY4T
125,,,,,,,,,,,,,,54MFLMtI1lDZXzWCnrL2jo
127,,,,,,,,,,,,,,3a9TMd2Yrza6HXqqlfMtfy
157,,,,,,,,,,,,,,41gi9iAWpFW3ps8Tvii6z0
158,,,,,,,,,,,,,,4XE98WRGbBGRZ7jQ9wIwFt
160,,,,,,,,,,,,,,6nCDnzErqalOaIY3EJM8NK
164,,,,,,,,,,,,,,0iOu4s8w3pE9vbpb1SHXsL
177,,,,,,,,,,,,,,6SKwQghsR8AISlxhcwyA9R
187,,,,,,,,,,,,,,1rhXXcrYp9RRObN5gsmqCU
188,,,,,,,,,,,,,,495O1Affo7AurEPQcvcr18
191,,,,,,,,,,,,,,5GorCbAP4aL0EJ16frG2hd
198,,,,,,,,,,,,,,22sLuJYcvZOSoLLRYev1s5
199,,,,,,,,,,,,,,1z3ugFmUKoCzGsI6jdY4Ci
212,,,,,,,,,,,,,,5taEkpLAKpaBl9ONW6AOup
250,,,,,,,,,,,,,,5dsZWTrGlG2OWrWrtHGzJn
0,,,,,,,,,,,,,,2TffLAylCcpWANRIuUCwDg
