,ArtistId,SongId
272,3OPl8pWnz8rdYTiaNQ0eMv,4VM6WUdnRnBv6cHAjyzxcK
273,6qGkLCMQkNGOJ079iEcC5k,4VM6WUdnRnBv6cHAjyzxcK
274,31Rv7Yk0rBrYdQ0ELNZDaR,4VM6WUdnRnBv6cHAjyzxcK
275,2FYB9zfwe2ayj4zfNeh466,4VM6WUdnRnBv6cHAjyzxcK
276,3P8W0rYcexMlnGDDPoh5I3,4VM6WUdnRnBv6cHAjyzxcK
277,5bi4lyuj5ZrayYKlibl9ij,4VM6WUdnRnBv6cHAjyzxcK
278,73sIMDrtvzFVs4Y1WkUpTd,7FIrk5lA1IalpZ3OtieeC8
279,31Rv7Yk0rBrYdQ0ELNZDaR,7FIrk5lA1IalpZ3OtieeC8
280,2FYB9zfwe2ayj4zfNeh466,7FIrk5lA1IalpZ3OtieeC8
281,6qGkLCMQkNGOJ079iEcC5k,7FIrk5lA1IalpZ3OtieeC8
282,6qGkLCMQkNGOJ079iEcC5k,1H7Zqkq54andtaSSnLRrfp
283,31Rv7Yk0rBrYdQ0ELNZDaR,1H7Zqkq54andtaSSnLRrfp
284,2FYB9zfwe2ayj4zfNeh466,1H7Zqkq54andtaSSnLRrfp
285,5hqM93qFRmwRv3QGrLO0jK,1H7Zqkq54andtaSSnLRrfp
286,5bi4lyuj5ZrayYKlibl9ij,1H7Zqkq54andtaSSnLRrfp
287,6qGkLCMQkNGOJ079iEcC5k,6nkcPGa0sr24NFCc5l5UjE
288,5hqM93qFRmwRv3QGrLO0jK,6nkcPGa0sr24NFCc5l5UjE
289,5hqM93qFRmwRv3QGrLO0jK,6WYHJTCeO3kyRfRmQW9enw
290,2fPpoCU3oYJkQERSp1nXY2,6WYHJTCeO3kyRfRmQW9enw
291,3P8W0rYcexMlnGDDPoh5I3,6WYHJTCeO3kyRfRmQW9enw
292,3OPl8pWnz8rdYTiaNQ0eMv,4nna9JONFIwr98bcX6tlta
293,6qGkLCMQkNGOJ079iEcC5k,4nna9JONFIwr98bcX6tlta
294,2FYB9zfwe2ayj4zfNeh466,4nna9JONFIwr98bcX6tlta
295,73sIMDrtvzFVs4Y1WkUpTd,0SjjcXfArhzePhEzDNkY8z
296,3P8W0rYcexMlnGDDPoh5I3,0SjjcXfArhzePhEzDNkY8z
297,6qGkLCMQkNGOJ079iEcC5k,0gMW8XpPFPjoApDii5Tj1u
298,5bi4lyuj5ZrayYKlibl9ij,0gMW8XpPFPjoApDii5Tj1u
299,3hjgA2bJfvsFAbHNM60dvG,42kiFUenq5MVKpmCwjh1Cu
300,0EcmCI0dVPDdkPciENZ6x7,42kiFUenq5MVKpmCwjh1Cu
301,63B0hWuxUFKwNwR8yIXq44,42kiFUenq5MVKpmCwjh1Cu
302,2KQkMalf7OhRjrGy9rfwKk,42kiFUenq5MVKpmCwjh1Cu
303,6B1foTh2pK3K4MKQzYaKRu,42kiFUenq5MVKpmCwjh1Cu
304,3hjgA2bJfvsFAbHNM60dvG,21bID4wyC6UVdtmVMxRbUW
